"","prog","source","bre_code","country","yy","mm","dd","bre_site","cluster","notes","X1","Y1","dup","bio1_current","bio7_current","bio12_current","bio15_current","bio1_LIG","bio7_LIG","bio12_LIG","bio15_LIG","bio1_LGM","bio7_LGM","bio12_LGM","bio15_LGM","bio1_MH","bio7_MH","bio12_MH","bio15_MH","bio1_gfdlesm4_370","bio7_gfdlesm4_370","bio12_gfdlesm4_370","bio15_gfdlesm4_370","bio1_gfdlesm4_585","bio7_gfdlesm4_585","bio12_gfdlesm4_585","bio15_gfdlesm4_585","bio1_ukesm1_370","bio7_ukesm1_370","bio12_ukesm1_370","bio15_ukesm1_370","bio1_ukesm1_585","bio7_ukesm1_585","bio12_ukesm1_585","bio15_ukesm1_585"
"10",779,"eBird","C4","Mongolia",2016,7,29,1,"e",NA,106.63068,42.71719,5541075,73.4500007629395,486.13599395752,87.8,116.311590576172,50.264453125,623.350390625,180.1701171875,120.1232421875,3.6,497.4,56,96,52.4,510.2,111.4,111,100,495.670486450195,103.358003234863,106.077630615234,101.783824920654,501.659080505371,93.8141586303711,99.0266403198242,110,515.670486450195,117.23899230957,110.915350341797,119.762214660645,518.264259338379,124.979873657227,118
"11",780,"eBird","C4","Mongolia",1999,6,29,1,"e",NA,113.76492,49.29836,4722806,-3.52166657646497,522.000007629395,333.333333333333,124.861090342204,-4.23714192708333,660.8857421875,275.192708333333,113.532552083333,-78.8333333333333,560.833333333333,197.5,106.666666666667,-12.3333333333333,570.833333333333,279.5,116.333333333333,25.1107188065847,524.010944366455,330.003229777018,116.344511667887,26.5189051628113,518.475691477458,337.001825968424,117.173628489176,42.1712585290273,521.504376729329,366.033513387044,112.619340260824,53.4840679168701,519.658533732096,361.315338134766,112.05619430542
"12",781,"eBird","C4","Mongolia",2018,6,21,1,"e",NA,108.64503,45.72304,5168163,13.8374990224838,493.919982910156,144.25,120.457550048828,10.33837890625,657.8330078125,170.48974609375,120.51220703125,-45,504,90,102,8.75,518,164,118.75,56.401424407959,503.398199081421,150.279724121094,107.90668296814,56.9689643383026,509.777336120605,158.038932800293,111.751588821411,60.4045867919922,530.839462280273,176.863651275635,116.904455184937,68.8287031650543,530,179.466026306152,118.243070602417
"13",782,"eBird","C4","Mongolia",2017,5,15,1,"e",NA,101.17033,44.7109,5292304,25.7870835065842,474.849996566772,150.75,111.90824508667,6.28466796875,611.941650390625,185.551513671875,116.099365234375,-38.5,453.5,92.75,108.25,10.5,490,170.5,115,61.1685109138489,449.322929382324,146.352973937988,92.7084045410156,62.9059755802155,455.108442306519,154.321136474609,92.9682350158691,68.8447880744934,458.714056015015,178.683876037598,108.195983886719,74.7036945819855,463.177814483643,181.014427185059,107.257246017456
"14",963,"RU-BIRDS.RU",NA,"Russia",2009,5,23,0,"e",NA,95.05608,50.02405,4634297,-37.6009998321533,601.200004577637,212.8,86.9600997924805,-43.603515625,780.74921875,190.641015625,110.45859375,-103.8,608,194.8,80.6,-50.6,643.4,229,74.2,19.6303386688232,520,293.595953369141,83.3622177124023,20,519.916656494141,293.255352783203,82.8309310913086,36.4225106239319,540,294.369201660156,82.2623977661133,45.5602626800537,549.95832824707,287.303601074219,80.5016250610352
"15",964,"RU-BIRDS.RU",NA,"Russia",2009,6,5,0,"e",NA,94.5234,50.229,4608384,-26.7623333930969,610.800003051758,227,79.0465637207031,-36.3572265625,784.1529296875,203.1796875,101.923046875,-95.6,615,201.8,76.6,-43.2,646.6,247.4,70,26.6747455596924,541.787002563477,268.908978271484,79.3237182617188,28.2322082519531,538.725547790527,270.515008544922,80.754150390625,46.7263174057007,555.862060546875,264.100567626953,76.6259384155273,56.9268379211426,563.116584777832,258.014465332031,75.2289306640625
"16",965,"RU-BIRDS.RU",NA,"Russia",2012,6,7,0,"e",NA,86.62639,50.45167,4582295,5.49666665494442,442.293338775635,405.666666666667,74.8661244710286,0.631184895833333,603.26025390625,328.442545572917,80.8946940104167,-52.3333333333333,456.166666666667,329.5,73.6666666666667,1.83333333333333,487.5,374.833333333333,65.3333333333333,47.7993869781494,400,385.110753377279,61.50235303243,50.8396414915721,394.725163777669,390.727355957031,63.1141446431478,66.8277327219645,424.725163777669,389.144719441732,60.9814961751302,75.4890664418538,436.365000406901,381.423126220703,58.7475566864014
"17",966,"RU-BIRDS.RU",NA,"Russia",2014,5,25,0,"e",NA,86.49571,50.59217,4561571,3.58055611451467,441.340001424154,426,74.9290339152018,-1.13297526041667,599.827962239583,340.704427083333,81.0646158854167,-53.3333333333333,454.666666666667,337.333333333333,74,0.5,484.5,387,66.6666666666667,40.7052409648895,406.906032562256,443.490468343099,65.5072174072266,44.2463739713033,401.221771240234,450.869455973307,67.6074994405111,59.6950276692708,432.908668518066,446.30869547526,64.7369709014893,67.8203654289246,442.203763326009,437.491607666016,62.5532150268555
"18",967,"RU-BIRDS.RU",NA,"Russia",2014,5,25,0,"e",NA,87.81319,50.23918,4608223,-31.4175005753835,486.513328552246,306.5,74.7377891540527,-27.2586263020833,601.810221354167,227.515462239583,89.0740559895833,-79.6666666666667,442.833333333333,235.333333333333,72,-27,480,280.5,65.5,-13.7375328068932,419.344011942546,422.81608581543,72.7842903137207,-10.4134347413977,416.444664001465,426.158727010091,75.6685676574707,4.8077134291331,444.800910949707,426.958847045898,68.9825236002604,13.257026920716,456.063378651937,419.060145060221,67.0677007039388
"19",968,"RU-BIRDS.RU",NA,"Russia",2014,5,27,0,"e",NA,87.98852,50.18742,4613407,-29.16100025177,519.440010070801,259.8,81.6230667114258,-18.866796875,609.8296875,190.1111328125,95.4984375,-71.2,449.4,203.6,74.4,-19,487,241.4,67.8,-1.28800849430263,417.877410888672,328.508581542969,79.2871429443359,5.89894634485245,414.264404296875,330.853259277344,82.2164901733398,17.8711197376251,440.843193054199,333.247668457031,76.1149597167969,27.2431201934814,450.889930725098,327.827630615234,74.7477966308594
"20",969,"RU-BIRDS.RU",NA,"Russia",2014,5,25,0,"e",NA,87.95868,50.21386,4608227,-26.8791667620341,522.820002237956,267.166666666667,80.1070124308268,-18.2467447916667,610.030110677083,195.490234375,94.5771484375,-70.5,449.666666666667,208.333333333333,74.3333333333333,-18.3333333333333,487.5,247.5,67.8333333333333,-0.189191183696191,420.385621388753,349.086608886719,77.7871068318685,6.46161881585916,417.237148284912,351.706288655599,80.6803220113118,17.9485495885213,443.955160776774,353.834879557292,74.492135365804,27.3557539780935,454.756266276042,348.004994710286,72.9572601318359
"21",970,"RU-BIRDS.RU",NA,"Russia",2014,5,25,0,"e",NA,87.26671,50.36011,4592670,-22.9106667041779,404.815994262695,409.6,69.9224273681641,-25.279296875,596.6068359375,319.1111328125,79.09609375,-77,441.8,314,70.6,-23.2,478.2,367.2,63.2,3.82126080989838,407.76944732666,573.340747070313,60.1100166320801,6.72178024053574,400,579.453112792969,61.9602523803711,22.3906553983688,430.354286193848,581.264636230469,57.8888824462891,31.3885717391968,440.354286193848,571.203063964844,55.7501159667969
"22",971,"RU-BIRDS.RU",NA,"Russia",2014,5,27,0,"e",NA,87.86121,50.2419,4608224,-29.0622226397196,499.553330739339,298.5,76.100959777832,-24.65771484375,604.163736979167,218.826497395833,90.44091796875,-77,444.833333333333,227.666666666667,72.5,-24.3333333333333,482.166666666667,272.166666666667,66.1666666666667,-10.0517221912742,420.61487197876,414.168233235677,74.0230026245117,-6.57180462032557,418.028163909912,417.424270629883,76.9329388936361,7.97620306412379,446.365979512533,418.501556396484,70.3268686930339,16.5040875971317,457.363141377767,410.964213053385,68.4774958292643
"23",972,"RU-BIRDS.RU",NA,"Russia",2014,5,29,0,"e",NA,87.96811,50.25334,4603047,-31.9283330440521,507.780005137126,287,76.2633590698242,-28.1448567708333,604.290201822917,205.468912760417,92.58544921875,-79.6666666666667,444.166666666667,213.333333333333,73.8333333333333,-27.8333333333333,482,258,67.1666666666667,-14.2021684100231,424.828567504883,456.377019246419,77.4012883504232,-9.68681457142035,420,459.92583211263,80.2019805908203,4.55140374600887,447.97129313151,462.632603963216,74.1533978780111,13.4025134642919,458.431250254313,455.376866658529,72.5650100708008
"24",974,"RU-BIRDS.RU",NA,"Russia",2015,5,24,0,"e",NA,50.01101,51.41974,4457096,61.426944732666,465.473327636719,370.833333333333,23.9633630116781,39.9772135416667,611.925944010417,342.59912109375,47.2548828125,-47.6666666666667,613.333333333333,257.833333333333,26,44.3333333333333,505.166666666667,375.333333333333,24.1666666666667,90,410,370.091354370117,24.9823780059814,100,400,368.708867390951,20.462574005127,110,400,367.017562866211,15.8790809313456,120,410,378.709920247396,19.7994025548299
"25",975,"RU-BIRDS.RU",NA,"Kazakhstan",2016,5,28,0,"e",NA,78.32403,45.02404,5255495,83.2366676330566,449.92000579834,352.4,30.7223526000977,53.968359375,678.8095703125,341.04453125,35.2474609375,23.6,463,273.8,29.4,68,490.4,367.4,29.4,106.852161407471,433.761817932129,444.428784179688,27.8660907745361,108.230304718018,425.920562744141,451.765869140625,27.343083190918,126.329635620117,410.329559326172,491.178112792969,28.9904296875,128.51989364624,421.176307678223,489.782702636719,26
"26",976,"RU-BIRDS.RU",NA,"Kazakhstan",2016,6,24,0,"e",NA,82.23622,45.96466,5136449,73.4850001335144,512.01332728068,217.333333333333,38.009890238444,46.5948893229167,698.292805989583,239.946940104167,37.5042317708333,7.5,500,196.333333333333,27,54.1666666666667,533.833333333333,263.333333333333,25,111.169033050537,400,201.924458821615,25.8303972880046,116.328121821086,390.423946380615,203.945434570312,24.2559769948324,121.474939982096,408.050161997477,213.300186157227,23.3391278584798,127.930744489034,416.319675445557,212.843722025553,20.114652633667
