longitude,latitude,ESU,season
-5.61331,41.84825,Western,breeding
-5.60315,41.82336,Western,breeding
-5.77382,41.35159,Western,breeding
-5.63703,41.79609,Western,breeding
-2.14846,39.07299,Western,breeding
-2.04617,38.96372,Western,breeding
-1.70825,39.06519,Western,breeding
-1.02573,38.84104,Western,breeding
-2.20003,39.01297,Western,breeding
-2.20968,39.07264,Western,breeding
-2.1181,39.00915,Western,breeding
-2.67536,38.50311,Western,breeding
-1.63089,38.967,Western,breeding
-1.75812,38.62359,Western,breeding
-2.21042,39.20556,Western,breeding
-1.84778,39.08375,Western,breeding
-2.27937,38.96116,Western,breeding
-2.18369,38.98305,Western,breeding
-2.26978,39.15097,Western,breeding
-1.52812,38.80947,Western,breeding
-1.55575,38.58306,Western,breeding
-4.87282,38.97873,Western,breeding
-3.25197,39.15,Western,breeding
-3.23601,39.16152,Western,breeding
-3.33746,39.22625,Western,breeding
-3.32158,39.28569,Western,breeding
-3.30297,39.29306,Western,breeding
-3.26837,39.31454,Western,breeding
-3.2732,39.37743,Western,breeding
-3.32102,39.38308,Western,breeding
-3.23485,39.37044,Western,breeding
-3.2884,39.34397,Western,breeding
-3.2801,39.44777,Western,breeding
-3.29281,39.46856,Western,breeding
-3.15068,39.31654,Western,breeding
-4.17953,38.70959,Western,breeding
-4.25301,38.77298,Western,breeding
-3.50482,39.21915,Western,breeding
-3.16618,39.47615,Western,breeding
-3.1023,39.26398,Western,breeding
-4.11716,38.89771,Western,breeding
-4.08237,38.86053,Western,breeding
-3.66878,39.12654,Western,breeding
-3.38206,39.29206,Western,breeding
-3.1891,38.76367,Western,breeding
-4.11205,38.68607,Western,breeding
-3.46755,38.64493,Western,breeding
-2.73212,39.25441,Western,breeding
-3.39729,38.76592,Western,breeding
-2.97008,38.69307,Western,breeding
-3.5818,39.14379,Western,breeding
-1.85613,39.43179,Western,breeding
-2.8979,39.97241,Western,breeding
-2.38375,39.68777,Western,breeding
-2.36415,39.37862,Western,breeding
-2.80976,39.91934,Western,breeding
-2.5137,39.42333,Western,breeding
-2.33236,39.50201,Western,breeding
-2.42466,39.55946,Western,breeding
-2.95533,40.01749,Western,breeding
-2.54449,39.85553,Western,breeding
-1.86787,39.29631,Western,breeding
-2.501,39.84303,Western,breeding
-2.58963,39.6631,Western,breeding
-3.38467,40.82859,Western,breeding
-3.37207,40.84237,Western,breeding
-3.28433,40.62034,Western,breeding
-3.77719,40.01119,Western,breeding
-3.85178,39.7487,Western,breeding
-4.22954,39.98955,Western,breeding
-3.94938,40.01373,Western,breeding
-3.54661,39.86863,Western,breeding
-5.3608,39.91326,Western,breeding
-5.27816,39.89663,Western,breeding
-3.47746,39.37481,Western,breeding
-3.80216,39.55188,Western,breeding
-3.78965,39.49999,Western,breeding
-3.74609,39.50436,Western,breeding
-3.73195,39.49857,Western,breeding
-3.25522,39.73434,Western,breeding
-3.26741,39.77039,Western,breeding
-4.48755,39.94946,Western,breeding
-4.19713,40.0114,Western,breeding
-3.65389,39.81687,Western,breeding
-3.60685,39.77685,Western,breeding
-3.61819,39.85816,Western,breeding
-3.53512,39.54827,Western,breeding
-3.45446,39.51139,Western,breeding
-3.45494,39.56248,Western,breeding
-3.36356,39.5443,Western,breeding
-4.06645,40.14649,Western,breeding
-3.87409,39.64732,Western,breeding
-4.18471,39.91592,Western,breeding
-4.28909,40.01938,Western,breeding
-3.58983,39.69671,Western,breeding
-3.49684,39.72126,Western,breeding
-3.63333,39.54426,Western,breeding
-3.61839,39.55055,Western,breeding
-3.35331,39.52506,Western,breeding
-4.0255,40.14877,Western,breeding
0.75798,41.77051,Western,breeding
-5.57142,39.07511,Western,breeding
-7.07054,38.51564,Western,breeding
-6.82251,38.61334,Western,breeding
-6.40783,38.68406,Western,breeding
-5.63994,38.41338,Western,breeding
-6.21012,38.29885,Western,breeding
-5.5075,38.96885,Western,breeding
-5.4025,38.97618,Western,breeding
-6.23953,38.20275,Western,breeding
-5.0472,39.16472,Western,breeding
-5.67211,38.92091,Western,breeding
-6.65304,38.5477,Western,breeding
-6.05647,38.44732,Western,breeding
-6.01559,38.23642,Western,breeding
-6.41129,38.34828,Western,breeding
-5.46087,39.01453,Western,breeding
-6.12587,38.78878,Western,breeding
-6.1337,38.69113,Western,breeding
-6.18007,38.61465,Western,breeding
-6.24147,38.5526,Western,breeding
-5.04994,38.97583,Western,breeding
-5.27333,39.06174,Western,breeding
-6.09659,38.4139,Western,breeding
-5.82208,38.21354,Western,breeding
-6.03271,38.34185,Western,breeding
-6.88748,39.7205,Western,breeding
-6.53731,39.4662,Western,breeding
-6.85856,39.61939,Western,breeding
-6.46513,39.34236,Western,breeding
-6.40988,39.31248,Western,breeding
-6.37441,39.28863,Western,breeding
-6.55159,39.71214,Western,breeding
-5.88971,39.39791,Western,breeding
-5.66261,40.12847,Western,breeding
-6.09437,40.02944,Western,breeding
-5.67477,39.85163,Western,breeding
-5.88477,39.45439,Western,breeding
-5.88131,39.45957,Western,breeding
-7.24013,39.41306,Western,breeding
-7.1524,39.43755,Western,breeding
-2.03266,42.3086,Western,breeding
-3.52826,40.54412,Western,breeding
-3.7664,40.65766,Western,breeding
-3.10579,40.18508,Western,breeding
-4.00877,40.30343,Western,breeding
-3.32181,40.36648,Western,breeding
-4.03543,40.42519,Western,breeding
-3.78005,40.18796,Western,breeding
-3.5058,40.81875,Western,breeding
-2.95242,35.31973,Western,breeding
-2.16924,37.92669,Western,breeding
-2.05815,38.00329,Western,breeding
-1.41201,38.62916,Western,breeding
-1.40222,38.57767,Western,breeding
-1.21678,38.49247,Western,breeding
-1.88596,37.92345,Western,breeding
-1.86152,37.85851,Western,breeding
-1.19904,38.71227,Western,breeding
-1.586,41.94218,Western,breeding
-1.9059,42.48078,Western,breeding
-2.14911,42.45921,Western,breeding
-1.79273,42.47511,Western,breeding
-1.69589,42.39985,Western,breeding
-1.71392,42.43727,Western,breeding
-1.54845,42.4032,Western,breeding
-0.91033,38.72399,Western,breeding
-0.92826,38.72176,Western,breeding
-0.86646,38.76925,Western,breeding
-0.11282,40.43673,Western,breeding
-0.13244,40.54337,Western,breeding
-1.09068,38.95681,Western,breeding
50.05605,40.45111,Western,breeding
49.18233,39.67074,Western,breeding
26.26136,41.86984,Western,breeding
6.61379,36.37359,Western,breeding
6.57905,36.33516,Western,breeding
34.80098,31.30738,Western,breeding
34.58443,31.59969,Western,breeding
34.96891,32.00458,Western,breeding
35.19727,32.60873,Western,breeding
45.90832,41.28127,Western,breeding
27.14666,36.83005,Western,breeding
27.31953,36.84495,Western,breeding
28.08837,36.09157,Western,breeding
35.43186,32.47105,Western,breeding
35.38868,32.55995,Western,breeding
35.54671,32.28148,Western,breeding
35.54053,32.27857,Western,breeding
35.32756,31.85329,Western,breeding
35.11148,31.34584,Western,breeding
34.82526,31.4129,Western,breeding
35.02346,32.56566,Western,breeding
34.95036,32.56805,Western,breeding
34.92728,32.51451,Western,breeding
35.11513,32.70536,Western,breeding
35.22131,31.77805,Western,breeding
34.97,32.06783,Western,breeding
34.98054,31.98751,Western,breeding
35.01926,31.90377,Western,breeding
34.8222,31.27491,Western,breeding
34.81173,32.08734,Western,breeding
35.0671,32.6278,Western,breeding
35.64303,32.92694,Western,breeding
35.07819,32.55707,Western,breeding
35.09451,32.63735,Western,breeding
35.35138,32.54325,Western,breeding
35.02821,32.60263,Western,breeding
35.68276,32.79516,Western,breeding
35.53345,32.39513,Western,breeding
34.95406,32.00454,Western,breeding
35.14318,32.60843,Western,breeding
35.51257,32.44164,Western,breeding
35.20853,32.59906,Western,breeding
35.43803,32.43782,Western,breeding
35.47337,32.43361,Western,breeding
35.69193,32.98681,Western,breeding
35.37825,32.60354,Western,breeding
35.09513,32.61252,Western,breeding
35.1913,32.62683,Western,breeding
42.8392,36.60916,Western,breeding
51.47428,35.81098,Western,breeding
51.49006,35.83444,Western,breeding
55.08558,35.98762,Western,breeding
54.03471,36.96503,Western,breeding
-4.98227,34.06335,Western,breeding
-4.17309,33.63307,Western,breeding
-5.5003,33.47768,Western,breeding
-5.02972,33.65042,Western,breeding
-6.57678,33.91891,Western,breeding
35.61344,30.66862,Western,breeding
35.56065,30.53142,Western,breeding
-6.79783,33.86205,Western,breeding
-7.23235,33.07076,Western,breeding
-7.98353,31.6243,Western,breeding
-9.4112,30.3226,Western,breeding
35.20197,32.33681,Western,breeding
35.5306,32.24065,Western,breeding
35.314,31.88332,Western,breeding
35.3404,31.8362,Western,breeding
-6.08301,33.46266,Western,breeding
35.23505,31.64578,Western,breeding
35.33769,31.82823,Western,breeding
35.43043,31.87481,Western,breeding
35.33112,31.70449,Western,breeding
35.01015,31.38659,Western,breeding
35.26964,31.67294,Western,breeding
35.40759,32.07668,Western,breeding
38.79504,37.16568,Western,breeding
35.3046,31.8323,Western,breeding
10.56829,36.81714,Western,breeding
8.74849,35.18931,Western,breeding
30.87277,38.69429,Western,breeding
32.19372,39.95995,Western,breeding
33.29582,39.16884,Western,breeding
32.75556,39.85201,Western,breeding
32.71483,39.70951,Western,breeding
32.7152,39.61941,Western,breeding
32.7928,39.75648,Western,breeding
32.74256,39.69671,Western,breeding
32.77875,39.67228,Western,breeding
32.7253,39.76971,Western,breeding
32.00236,39.08757,Western,breeding
34.12893,40.47983,Western,breeding
29.82449,37.811,Western,breeding
28.4618,41.1122,Western,breeding
28.53056,41.12654,Western,breeding
28.2446,41.06988,Western,breeding
28.25757,41.06418,Western,breeding
26.842,38.55461,Western,breeding
26.93941,38.56552,Western,breeding
43.45608,40.74297,Western,breeding
32.82741,38.14846,Western,breeding
33.86804,37.48337,Western,breeding
32.90983,37.91995,Western,breeding
33.20139,38.55884,Western,breeding
27.6267,37.12398,Western,breeding
34.73682,41.48855,Western,breeding
27.613,41.10617,Western,breeding
38.76102,36.83028,Western,breeding
33.49843,37.2933,Western,breeding
-7.97149,38.45775,Western,breeding
-7.97719,38.46387,Western,breeding
-8.02398,38.48475,Western,breeding
-7.6574,37.95081,Western,breeding
-7.85491,38.14532,Western,breeding
-8.08196,38.1782,Western,breeding
-7.88436,37.69299,Western,breeding
-8.18522,37.78824,Western,breeding
-8.22941,37.81925,Western,breeding
-7.93456,37.69383,Western,breeding
-8.219,37.77633,Western,breeding
-8.26446,37.80578,Western,breeding
-8.15677,37.74329,Western,breeding
-8.14246,37.75304,Western,breeding
-8.13747,37.81232,Western,breeding
-7.87006,37.6962,Western,breeding
-7.99165,37.67422,Western,breeding
-8.16788,37.74015,Western,breeding
-8.00825,37.68151,Western,breeding
-8.18318,37.83121,Western,breeding
-8.11271,37.69702,Western,breeding
22.59433,39.57307,Western,breeding
22.74148,39.46267,Western,breeding
22.74225,39.42553,Western,breeding
-5.4166,41.86345,Western,breeding
3.41395,43.85043,Western,breeding
16.42342,40.81663,Western,breeding
16.60384,40.665,Western,breeding
16.55277,40.82859,Western,breeding
14.35478,37.15197,Western,breeding
14.31338,37.17529,Western,breeding
14.35786,37.10604,Western,breeding
26.50396039,41.35319523,Western,breeding
25.40782271,41.03712697,Western,breeding
25.33992689,39.92039209,Western,breeding
25.33273782,39.92760476,Western,breeding
25.32409426,39.86648033,Western,breeding
25.31016937,39.88224583,Western,breeding
25.28877378,39.90587418,Western,breeding
23.01213487,37.48575778,Western,breeding
22.99992921,37.92342523,Western,breeding
22.9769997,40.74765156,Western,breeding
22.77655405,39.36954693,Western,breeding
22.77565343,40.84156297,Western,breeding
22.74422472,39.3811181,Western,breeding
22.73009633,37.63631023,Western,breeding
22.71130817,40.85300582,Western,breeding
22.70693057,39.50475214,Western,breeding
22.69643754,39.48858224,Western,breeding
22.67778552,39.43821146,Western,breeding
22.65693093,39.40852348,Western,breeding
22.64274282,39.55678027,Western,breeding
22.63959949,39.50506569,Western,breeding
22.5791011,39.67444287,Western,breeding
22.57584922,39.6113266,Western,breeding
22.559091,39.49830948,Western,breeding
22.54541741,39.45377992,Western,breeding
22.53958489,39.5679081,Western,breeding
22.53486223,39.62156601,Western,breeding
22.50024863,39.38691393,Western,breeding
22.49906224,39.63161669,Western,breeding
22.47838387,39.67592654,Western,breeding
22.4704056,39.51039588,Western,breeding
22.46689835,39.56374877,Western,breeding
22.44644899,39.46439978,Western,breeding
22.40245728,38.45103126,Western,breeding
22.38330102,38.37717081,Western,breeding
22.36513378,39.52401588,Western,breeding
22.3493477,39.61793767,Western,breeding
22.3368184,39.57703848,Western,breeding
22.29928985,39.43457835,Western,breeding
22.27454534,39.23956057,Western,breeding
22.21009934,39.35595243,Western,breeding
21.76893497,39.5555977,Western,breeding
21.67993262,40.68990414,Western,breeding
21.42985749,38.36951326,Western,breeding
21.35387738,38.4365804,Western,breeding
21.26264111,37.93843277,Western,breeding
21.23125549,38.45419737,Western,breeding
20.85249981,39.66322643,Western,breeding
13.31446,37.78123,Western,breeding
13.34768,37.76749,Western,breeding
14.25394,37.15466,Western,breeding
14.2598,37.12157,Western,breeding
14.24848,37.12477,Western,breeding
14.2745,37.17519,Western,breeding
14.16427,37.14284,Western,breeding
14.3687,37.18187,Western,breeding
14.17385,37.14554,Western,breeding
14.15646,37.97307,Western,breeding
13.503,37.76481,Western,breeding
14.63517,37.37783,Western,breeding
13.1257,37.77295,Western,breeding
13.22032,37.91259,Western,breeding
13.16634,37.64554,Western,breeding
13.90908,37.64639,Western,breeding
13.51624,37.5983,Western,breeding
14.6219,37.33046,Western,breeding
14.31724,37.14737,Western,breeding
14.2168,37.12807,Western,breeding
14.30931,37.22329,Western,breeding
14.28917,37.27077,Western,breeding
14.31489,37.27488,Western,breeding
14.16842,37.75305,Western,breeding
13.69585,37.46843,Western,breeding
13.75104,37.48845,Western,breeding
13.72012,37.45606,Western,breeding
13.76996,37.51648,Western,breeding
13.71385,37.49263,Western,breeding
13.89055,37.56476,Western,breeding
13.40394,37.75272,Western,breeding
13.32145,37.8542,Western,breeding
13.3482,37.95389,Western,breeding
13.2735,37.95914,Western,breeding
13.41329,37.94973,Western,breeding
14.10675,37.1561,Western,breeding
14.01719,37.21648,Western,breeding
14.24716,37.21026,Western,breeding
13.1308,37.84881,Western,breeding
12.99758,37.71553,Western,breeding
13.19372,37.63139,Western,breeding
13.51328,37.8921,Western,breeding
13.41339,37.68396,Western,breeding
13.57355,37.58989,Western,breeding
13.56891,37.55562,Western,breeding
14.19343,37.73882,Western,breeding
14.06266,37.17417,Western,breeding
14.17557,37.12372,Western,breeding
14.1592,37.17895,Western,breeding
14.08175,37.15561,Western,breeding
14.13977,37.78714,Western,breeding
12.73985,37.90527,Western,breeding
13.19448,37.74005,Western,breeding
13.71043,37.53216,Western,breeding
13.6867,37.56751,Western,breeding
14.24372,37.28859,Western,breeding
14.26345,37.23529,Western,breeding
14.04531,37.29007,Western,breeding
13.98213,37.20905,Western,breeding
14.52641,37.40264,Western,breeding
14.31034,37.10672,Western,breeding
14.00545,37.75775,Western,breeding
13.45299,37.839,Western,breeding
8.82022,39.26191,Western,breeding
8.75143,40.45172,Western,breeding
8.82945,40.5485,Western,breeding
8.618,40.67866,Western,breeding
9.00062,40.58622,Western,breeding
8.47587,40.3009,Western,breeding
8.64752,40.74608,Western,breeding
9.01582,39.48745,Western,breeding
17.03296,40.63492,Western,breeding
16.66427,40.55732,Western,breeding
16.07738,41.08562,Western,breeding
17.11842,40.59109,Western,breeding
16.29665,41.22724,Western,breeding
16.84544,40.89719,Western,breeding
16.68959,40.41099,Western,breeding
16.91845,40.9548,Western,breeding
16.76913,40.8909,Western,breeding
16.93974,40.62804,Western,breeding
17.47527,40.42798,Western,breeding
16.75586,40.57743,Western,breeding
16.92216,40.79907,Western,breeding
17.43428,40.53829,Western,breeding
16.24376,40.74336,Western,breeding
16.79808,40.62495,Western,breeding
18.17263,40.35203,Western,breeding
16.50207,40.56946,Western,breeding
16.553,40.39019,Western,breeding
17.12586,40.7939,Western,breeding
17.12041,40.85441,Western,breeding
16.94892,40.88732,Western,breeding
16.54843,40.5141,Western,breeding
16.75286,40.79181,Western,breeding
15.54463,41.4622,Western,breeding
15.37777,41.60105,Western,breeding
15.43202,41.67722,Western,breeding
15.25997,41.81357,Western,breeding
15.76458,41.5923,Western,breeding
15.68788,41.64846,Western,breeding
15.71677,41.49914,Western,breeding
15.93472,41.38882,Western,breeding
15.714,41.42717,Western,breeding
15.85135,41.50726,Western,breeding
15.62937,41.18579,Western,breeding
15.69109,41.22859,Western,breeding
15.77363,41.12873,Western,breeding
15.68737,41.10632,Western,breeding
15.70193,41.15071,Western,breeding
14.53677,37.48519,Western,breeding
14.53273,37.43986,Western,breeding
14.74175,37.73534,Western,breeding
14.74269,37.30473,Western,breeding
14.74356,37.69421,Western,breeding
14.54725,37.29948,Western,breeding
14.59936,37.37697,Western,breeding
14.62616,37.34146,Western,breeding
11.7571,42.25366,Western,breeding
11.80586,42.21736,Western,breeding
11.84112,42.19518,Western,breeding
17.01912,38.95993,Western,breeding
17.04182,38.98378,Western,breeding
18.031526,40.179399,Western,breeding
18.063837,40.093762,Western,breeding
17.229797,40.475354,Western,breeding
16.970667,40.585372,Western,breeding
17.114617,40.966463,Western,breeding
16.564737,40.291142,Western,breeding
16.482912,41.11644,Western,breeding
16.254295,40.91555,Western,breeding
16.093377,40.964669,Western,breeding
15.890417,41.569784,Western,breeding
15.894521,41.540455,Western,breeding
15.94953,41.461755,Western,breeding
15.846764,41.447435,Western,breeding
15.806516,41.456842,Western,breeding
15.807636,41.470937,Western,breeding
15.865891,41.487678,Western,breeding
15.762377,41.486085,Western,breeding
15.739539,41.500064,Western,breeding
15.692726,41.513291,Western,breeding
15.79395,41.40601,Western,breeding
15.850325,41.333634,Western,breeding
15.807595,41.354319,Western,breeding
15.789844,41.358899,Western,breeding
15.747546,41.402475,Western,breeding
15.840488,41.577501,Western,breeding
15.824756,41.562815,Western,breeding
15.779923,41.5664,Western,breeding
15.79682,41.590475,Western,breeding
15.731039,41.554705,Western,breeding
15.684379,41.556322,Western,breeding
15.864908,41.403919,Western,breeding
15.913323,41.428696,Western,breeding
15.904956,41.416101,Western,breeding
15.784343,41.189562,Western,breeding
15.72945,41.165483,Western,breeding
15.718094,41.270727,Western,breeding
15.680633,41.873118,Western,breeding
16.19623,41.348142,Western,breeding
15.618077,41.4619,Western,breeding
15.496561,41.497545,Western,breeding
15.392424,41.503927,Western,breeding
15.417002,41.827722,Western,breeding
15.443421,41.717182,Western,breeding
16.134557,41.362848,Western,breeding
17.583414,40.530432,Western,breeding
17.934964,40.630793,Western,breeding
17.639754,40.499727,Western,breeding
17.63475,40.398261,Western,breeding
10.89856,44.99591,Western,breeding
11.577214,44.64721,Western,breeding
11.11696,44.95764,Western,breeding
11.253933,44.903808,Western,breeding
11.249881,44.90079,Western,breeding
11.151978,44.94935,Western,breeding
11.37581,44.74277,Western,breeding
11.54923,44.61,Western,breeding
11.40221,44.83909,Western,breeding
11.34555,44.89232,Western,breeding
11.205829,44.95107,Western,breeding
11.04483,44.9504,Western,breeding
11.51104,44.74694,Western,breeding
11.51121,44.75298,Western,breeding
11.83926,44.66924,Western,breeding
14.792165,44.758807,Western,breeding
-6.55,39.7,Western,breeding
-6.26,39.97,Western,breeding
-5.53,39.89,Western,breeding
-6.539811,37.390484,Western,breeding
-6.42847,37.387163,Western,breeding
22.606587,39.52184,Western,breeding
20.850155,39.669563,Western,breeding
35.200688,32.554804,Western,breeding
16.995076,40.828003,Western,breeding
45.75,39.69,Western,breeding
38.527546,44.375125,Western,breeding
24.707917,-17.874583,Eastern,non-breeding
16.04125,-19.207917,Eastern,non-breeding
15.707917,-19.124583,Eastern,non-breeding
22.54125,-19.29125,Eastern,non-breeding
22.457917,-19.29125,Eastern,non-breeding
35.207917,-18.207917,Eastern,non-breeding
24.79125,-17.874583,Eastern,non-breeding
29.374583,-15.707917,Eastern,non-breeding
16.957917,-18.79125,Eastern,non-breeding
29.624583,-19.624583,Eastern,non-breeding
24.624583,-18.04125,Eastern,non-breeding
17.207917,-20.54125,Eastern,non-breeding
30.874583,-19.374583,Eastern,non-breeding
28.54125,-19.957917,Eastern,non-breeding
17.957917,-19.624583,Eastern,non-breeding
24.707917,-17.957917,Eastern,non-breeding
28.957917,-22.207917,Eastern,non-breeding
31.124583,-17.874583,Eastern,non-breeding
31.374583,-18.04125,Eastern,non-breeding
16.957917,-18.874583,Eastern,non-breeding
25.54125,-28.707917,Eastern,non-breeding
20.874583,-34.124583,Eastern,non-breeding
29.374583,-27.457917,Eastern,non-breeding
25.54125,-28.624583,Eastern,non-breeding
25.624583,-28.707917,Eastern,non-breeding
20.874583,-34.374583,Eastern,non-breeding
28.54125,-25.207917,Eastern,non-breeding
24.79125,-31.207917,Eastern,non-breeding
25.54125,-32.124583,Eastern,non-breeding
29.29125,-27.457917,Eastern,non-breeding
28.624583,-25.374583,Eastern,non-breeding
25.54125,-28.79125,Eastern,non-breeding
28.29125,-25.207917,Eastern,non-breeding
24.957917,-31.624583,Eastern,non-breeding
22.457917,-32.374583,Eastern,non-breeding
28.29125,-28.29125,Eastern,non-breeding
28.124583,-26.374583,Eastern,non-breeding
28.957917,-27.207917,Eastern,non-breeding
25.04125,-31.54125,Eastern,non-breeding
25.54125,-28.957917,Eastern,non-breeding
25.874583,-29.374583,Eastern,non-breeding
29.207917,-27.457917,Eastern,non-breeding
25.624583,-28.79125,Eastern,non-breeding
25.374583,-28.707917,Eastern,non-breeding
28.624583,-25.29125,Eastern,non-breeding
26.624583,-28.374583,Eastern,non-breeding
28.374583,-25.207917,Eastern,non-breeding
28.624583,-25.457917,Eastern,non-breeding
29.624583,-29.79125,Eastern,non-breeding
24.457917,-31.124583,Eastern,non-breeding
29.124583,-27.457917,Eastern,non-breeding
30.624583,-23.957917,Eastern,non-breeding
24.441097,-31.045085,Eastern,non-breeding
24.059492,-32.474973,Eastern,non-breeding
35.15511,-1.459801,Eastern,non-breeding
19.230369,-32.370873,Eastern,non-breeding
24.04125,-32.457917,Eastern,non-breeding
38.7523,-3.56897,Eastern,non-breeding
16.7701,-18.5232,Eastern,non-breeding
38.7325,7.91728,Eastern,non-breeding
38.463,10.047,Eastern,non-breeding
18.3827,-33.3861,Eastern,non-breeding
38.135,4.8846,Eastern,non-breeding
39.69,7.10501,Eastern,non-breeding
39.6302,5.30857,Eastern,non-breeding
25.3367,-28.5795,Eastern,non-breeding
39.9037,10.007,Eastern,non-breeding
19.772,-31.4387,Eastern,non-breeding
31.4354,-23.1089,Eastern,non-breeding
39.5768,5.33566,Eastern,non-breeding
36.9039,-0.234497,Eastern,non-breeding
28.945,-25.59,Eastern,non-breeding
18.136,-33.2319,Eastern,non-breeding
24.3503,-29.1734,Eastern,non-breeding
28.2483,-25.1755,Eastern,non-breeding
36.0001,-3.99133,Eastern,non-breeding
28.6158,-25.4029,Eastern,non-breeding
28.7198,-25.4926,Eastern,non-breeding
36.6275,-3.3564,Eastern,non-breeding
34.9081,-1.56917,Eastern,non-breeding
39.4313,7.0208,Eastern,non-breeding
39.807,6.85903,Eastern,non-breeding
28.4485,-25.203,Eastern,non-breeding
20.3365,-28.5923,Eastern,non-breeding
38.1058,0.279485,Eastern,non-breeding
24.79125,-31.124583,Eastern,non-breeding
26.624583,-26.707917,Eastern,non-breeding
20.707917,-32.707917,Eastern,non-breeding
28.54125,-28.54125,Eastern,non-breeding
20.957917,-34.124583,Eastern,non-breeding
25.707917,-29.04125,Eastern,non-breeding
27.124583,-25.29125,Eastern,non-breeding
26.54125,-26.874583,Eastern,non-breeding
31.374583,-23.04125,Eastern,non-breeding
25.79125,-27.457917,Eastern,non-breeding
24.707917,-31.207917,Eastern,non-breeding
24.79125,-31.29125,Eastern,non-breeding
18.957917,-33.624583,Eastern,non-breeding
24.707917,-31.29125,Eastern,non-breeding
30.207917,-25.04125,Eastern,non-breeding
28.29125,-28.207917,Eastern,non-breeding
28.457917,-25.04125,Eastern,non-breeding
26.624583,-26.79125,Eastern,non-breeding
24.874583,-26.54125,Eastern,non-breeding
25.957917,-29.29125,Eastern,non-breeding
28.624583,-27.04125,Eastern,non-breeding
26.374583,-29.624583,Eastern,non-breeding
26.54125,-26.79125,Eastern,non-breeding
26.957917,-25.457917,Eastern,non-breeding
28.707917,-27.207917,Eastern,non-breeding
23.124583,-31.457917,Eastern,non-breeding
20.874583,-34.04125,Eastern,non-breeding
25.374583,-28.874583,Eastern,non-breeding
25.79125,-30.957917,Eastern,non-breeding
30.124583,-28.457917,Eastern,non-breeding
25.374583,-30.624583,Eastern,non-breeding
27.04125,-30.374583,Eastern,non-breeding
26.457917,-29.457917,Eastern,non-breeding
25.79125,-32.707917,Eastern,non-breeding
24.124583,-32.54125,Eastern,non-breeding
19.79125,-34.624583,Eastern,non-breeding
26.207917,-29.624583,Eastern,non-breeding
25.707917,-29.374583,Eastern,non-breeding
31.874583,-24.874583,Eastern,non-breeding
26.54125,-30.124583,Eastern,non-breeding
28.207917,-25.124583,Eastern,non-breeding
27.124583,-25.457917,Eastern,non-breeding
29.04125,-25.79125,Eastern,non-breeding
23.957917,-30.624583,Eastern,non-breeding
28.29125,-25.124583,Eastern,non-breeding
26.874583,-26.874583,Eastern,non-breeding
19.29125,-34.04125,Eastern,non-breeding
25.04125,-26.874583,Eastern,non-breeding
25.874583,-29.29125,Eastern,non-breeding
25.707917,-29.124583,Eastern,non-breeding
25.79125,-29.374583,Eastern,non-breeding
31.874583,-24.957917,Eastern,non-breeding
26.04125,-29.207917,Eastern,non-breeding
27.04125,-25.54125,Eastern,non-breeding
26.957917,-25.374583,Eastern,non-breeding
28.207917,-24.957917,Eastern,non-breeding
23.124583,-31.29125,Eastern,non-breeding
23.124583,-31.207917,Eastern,non-breeding
25.874583,-27.374583,Eastern,non-breeding
26.374583,-27.874583,Eastern,non-breeding
25.707917,-27.54125,Eastern,non-breeding
26.04125,-29.29125,Eastern,non-breeding
25.707917,-27.624583,Eastern,non-breeding
26.207917,-31.29125,Eastern,non-breeding
29.29125,-27.624583,Eastern,non-breeding
29.04125,-27.457917,Eastern,non-breeding
26.124583,-31.207917,Eastern,non-breeding
26.54125,-28.54125,Eastern,non-breeding
27.957917,-26.124583,Eastern,non-breeding
27.374583,-27.374583,Eastern,non-breeding
26.29125,-24.707917,Eastern,non-breeding
31.207917,-22.79125,Eastern,non-breeding
24.124583,-32.457917,Eastern,non-breeding
31.29125,-22.79125,Eastern,non-breeding
26.54125,-30.207917,Eastern,non-breeding
24.707917,-29.79125,Eastern,non-breeding
31.374583,-22.957917,Eastern,non-breeding
26.624583,-30.207917,Eastern,non-breeding
23.04125,-31.207917,Eastern,non-breeding
23.79125,-30.624583,Eastern,non-breeding
23.874583,-30.624583,Eastern,non-breeding
23.79125,-30.54125,Eastern,non-breeding
23.707917,-30.54125,Eastern,non-breeding
26.374583,-28.124583,Eastern,non-breeding
26.457917,-28.04125,Eastern,non-breeding
26.29125,-28.04125,Eastern,non-breeding
26.374583,-28.04125,Eastern,non-breeding
26.374583,-29.79125,Eastern,non-breeding
26.124583,-29.79125,Eastern,non-breeding
26.124583,-29.624583,Eastern,non-breeding
26.29125,-29.707917,Eastern,non-breeding
26.207917,-29.707917,Eastern,non-breeding
26.207917,-29.79125,Eastern,non-breeding
26.29125,-29.79125,Eastern,non-breeding
24.04125,-32.54125,Eastern,non-breeding
26.04125,-30.874583,Eastern,non-breeding
25.707917,-25.874583,Eastern,non-breeding
25.874583,-26.04125,Eastern,non-breeding
25.707917,-27.457917,Eastern,non-breeding
23.04125,-31.457917,Eastern,non-breeding
26.124583,-31.29125,Eastern,non-breeding
26.457917,-27.79125,Eastern,non-breeding
25.374583,-28.957917,Eastern,non-breeding
29.874583,-28.457917,Eastern,non-breeding
25.207917,-28.54125,Eastern,non-breeding
26.957917,-30.54125,Eastern,non-breeding
29.04125,-25.707917,Eastern,non-breeding
