,prog,locality,source,cluster,dup,X1,Y1,bio1_current,bio7_current,bio12_current,bio15_current,bio1_LIG,bio7_LIG,bio12_LIG,bio15_LIG,bio1_LGM,bio7_LGM,bio12_LGM,bio15_LGM,bio1_MH,bio7_MH,bio12_MH,bio15_MH,bio1_gfdlesm4_370,bio7_gfdlesm4_370,bio12_gfdlesm4_370,bio15_gfdlesm4_370,bio1_gfdlesm4_585,bio7_gfdlesm4_585,bio12_gfdlesm4_585,bio15_gfdlesm4_585,bio1_ukesm1_370,bio7_ukesm1_370,bio12_ukesm1_370,bio15_ukesm1_370,bio1_ukesm1_585,bio7_ukesm1_585,bio12_ukesm1_585,bio15_ukesm1_585
120,340,Dakar,GBIF,w,9034604,-17.137,14.6215,256.1429977,163.1868839,446,162.5925255,244.7845955,175.3934593,584.1828461,162.9332237,233.5,200,885.25,163.75,246.5,174.5,872.5,156.5,270,137.9360723,390.3011322,170.8436165,270,141.5778327,454.3314056,170.1287155,271.7572451,132.9694366,425.0613174,163.4618607,279.887681,135.8364797,392.3801193,162.7183762
121,346,Fatick,GBIF,w,9138220,-16.48,13.7514,266.6932805,168.1416639,745.6666667,153.7696228,256.1972656,195.5983073,857.4049479,156.9589844,251,278.3333333,1246,152,258.3333333,192.3333333,1213.666667,147.6666667,281.1354955,147.4500561,596.074056,157.7776184,280.9050115,145.9719753,684.8821615,154.2315877,287.8665924,141.6533502,671.7780558,153.4131571,290,146.6286627,590.0860189,148.2216746
122,355,Fatick,GBIF,w,9096773,-16.7571,14.1113,265.995779,172.944355,633,158.1396599,252.8789406,197.3843422,750.2105408,161.7980156,245,259.25,1112.75,158.75,254.25,194.5,1077.75,152.5,275.1762056,125.2612233,504.4144287,164.2932129,275.9498024,128.3007598,581.9316254,161.9911118,280,123.3298707,561.2799225,158.54599,280,124.8479581,513.2534485,154.9938507
123,363,Thi??s,GBIF,w,9044966,-17.0579,14.52,257.5523911,161.6632538,456,163.6187592,246.9848694,179.8199768,618.1480591,162.7084259,236.4,213.2,944,163,248.8,179,922,154.4,270.2588921,135.5380917,405.6777039,169.9459045,271.1303978,139.7322426,472.4505737,169.0895325,274.0825157,131.636673,444.3594238,162.7572052,279.6476555,135.2272892,409.3007324,161.5234039
124,371,Fatick,GBIF,w,9143400,-16.4636,13.7337,268.0862093,176.5662527,752.5,152.6258354,256.3100586,198.3476563,851.276123,156.8415527,251,281.25,1236.75,152.25,258.25,194.5,1200.5,147.5,281.7507505,152.6352072,604.2949677,157.0281944,281.8776941,151.0050082,694.8297272,153.4429741,288.2321262,146.5628457,681.4454041,152.5995636,290,151.9359946,597.9651031,147.5681877
125,372,Fatick,GBIF,w,9039819,-15.703,14.543,276.5162516,226.9999886,519.25,146.8500633,257.8474121,272.6875,583.0405273,154.1872559,238.75,276.75,755.25,155.25,257,256.75,726.75,135.25,300,200.0372791,432.4257889,149.7567139,300,200,501.255455,148.2063751,300,205.2566051,490.0484314,147.9766922,310,205.0525093,432.8569183,145.9743156
126,373,Kaolack,GBIF,w,9091609,-16.1005,14.1347,279.7355525,213.719991,583,150.9791361,266.4980469,253.6165365,699.5286458,156.0712891,255,300.6666667,986.3333333,153.6666667,267,244,910,140.6666667,290.0694529,191.5125656,484.3959859,152.6427867,290.2083588,190,563.761027,150.445109,300,200,546.5235189,148.2680511,300,200,491.7263285,146.0797526
127,379,Fatick,GBIF,w,9076057,-16.6227,14.2783,271.4058352,197.0799971,580.25,157.5288048,254.3322754,216.9980469,692.7597656,160.6394043,243.25,267.75,1025,158.75,255.25,214.25,958.5,149.5,282.4028826,163.1110382,474.3158875,160.8139,283.6614799,163.4384775,546.9830475,158.6997261,287.359972,162.0039868,525.954895,154.5703011,289.9578428,162.6725888,490.3765869,153.0549126
128,386,Fatick,GBIF,w,9112313,-16.7648,13.9887,259.789931,147.0138868,683.6666667,157.231837,252.4580688,190.0997314,809.7859497,160.6020762,246.3333333,261,1187.333333,156.6666667,254.3333333,189.6666667,1179.666667,153,275.2596537,120.8499082,532.3992513,164.3931274,276.4388847,122.080005,613.4111328,161.4835154,280,116.6834768,595.804952,159.0921071,280,120.1461506,535.6187541,154.3657023
129,394,Plateau,GBIF,w,9625751,8.97694,9.85647,215.1496658,186.6879959,1219.2,104.2535034,199.2433594,234.9228516,1476.510352,102.1316406,191.8,196,980.6,106.4,207,192.2,1549.4,101.6,229.6921387,193.0530815,1073.746509,101.4031204,229.9908409,185.0448761,1160.840161,100.3881485,236.1598434,188.7244873,1339.59519,104.6286301,240.0098457,191.8051834,1380.437158,104.6787933
130,395,Fatick,GBIF,w,9117495,-16.6743,13.9247,261.281352,149.0877342,709.25,156.4944954,253.7619629,192.6645508,837.3666992,159.2585449,247.75,267.5,1222.75,155,255.5,191.25,1207,151.5,280,130.8655715,555.0747986,162.1696358,280,134.1345692,638.070816,158.928112,280.0864315,127.4350572,622.5302734,157.1392593,285.5707455,130.4119611,555.7883911,152.2616997
131,396,Banjul,GBIF,w,9174475,-16.7049,13.4629,NA,NA,NA,NA,NA,NA,NA,NA,243.25,270,1437.25,149.75,249.25,179,1530,150.25,270,92.51102209,696.8831635,158.0938606,270,94.54292059,799.874054,155.2468643,271.80933,85.71185589,788.664917,154.8542366,279.9640274,90.49928665,686.1390839,148.8528366
132,398,Fatick,GBIF,w,9086416,-16.6543,14.167,270.1904202,191.2300014,626.5,157.3470993,254.0136719,206.5854492,733.7077637,161.1655273,244.75,266.5,1086.25,157.75,255.25,204,1035.25,151.5,280,142.4562001,501.1839066,162.2110138,280,145.1720142,577.6355286,159.853611,280.0497913,140.1762629,556.8456879,156.3405457,285.6718111,142.3188305,513.3731384,153.5364799
133,414,Fatick,GBIF,w,9091596,-16.6276,14.1484,270.5633354,184.1600037,629.6666667,157.0423126,254.6207682,209.7626953,734.8870443,160.9095052,245.3333333,269.6666667,1084.666667,157.6666667,255.6666667,207,1031,151,280.8373006,150.2243773,502.4897257,161.4499817,281.403478,152.3951244,579.0278727,158.9650065,283.3997218,147.2475656,558.3562622,155.5455373,289.4686063,149.8254744,514.9845581,152.7691956
134,430,Saint-Louis,GBIF,w,8811885,-16.253,16.3787,263.0841684,188.0899954,189.25,158.7701645,247.6333008,204.5517578,184.394043,156.5441895,234.25,220.25,245,171.25,248.75,206,281,150.75,285.557065,187.1593142,224.9710464,167.6410484,289.6246862,181.6895533,239.212986,166.7454071,290,186.261363,228.2425461,164.3220825,290,186.261363,224.8489265,163.1592751
135,440,Saint-Louis,GBIF,w,8811886,-16.2396,16.3862,263.0841684,188.0899954,189.25,158.7701645,247.6333008,204.5517578,184.394043,156.5441895,234.25,220.25,245,171.25,248.75,206,281,150.75,285.557065,187.1593142,224.9710464,167.6410484,289.6246862,181.6895533,239.212986,166.7454071,290,186.261363,228.2425461,164.3220825,290,186.261363,224.8489265,163.1592751
136,444,Thi??s,GBIF,w,8998346,-17.0548,14.887,260.3111076,182.7599907,437,160.5888977,245.0576172,176.3502604,531.5976563,162.2386068,232,195.6666667,760.3333333,166.3333333,246.6666667,177,774.6666667,155.6666667,270,140.2103202,354.5171509,168.1356405,270,143.6022631,405.4585164,166.8036245,272.4235853,136.7407258,381.5545349,160.3325348,278.5321744,138.6688932,357.3258362,161.3621368
137,452,Fatick,GBIF,w,9091595,-16.7011,14.128,267.7899981,181.2999964,637,157.5990791,253.2602539,200.9970703,750.2468262,161.4143066,245,263,1110.5,158.5,254.75,198,1070,152,279.6111822,133.2891774,509.6542053,163.2382126,280,135.6967187,587.453598,160.9000473,280,130.6521702,567.0082397,157.5615044,281.4365578,132.7908158,519.4451141,154.1297417
138,466,Fatick,GBIF,w,9065699,-16.5124,14.3674,273.6429214,204.1899967,552,156.8097954,255.3674316,233.128418,671.6992188,159.925293,242.25,276.5,979.75,159.25,256,228.75,903.5,147,290,193.0651999,460.394516,158.6389732,290,189.6538162,531.2185822,156.6989708,290,195.0465012,510.0583572,152.1722717,291.3038969,196.056428,477.7382355,151.5921669
139,470,Fatick,GBIF,w,9107134,-16.7417,14.0323,262.2184467,151.6889811,667.5,157.4153748,252.7465897,193.1322937,786.5733643,160.9385147,246,260,1158,157.5,254.5,191.25,1138,152.75,275.9849548,122.564559,522.5287781,164.304409,277.0899105,125.3922439,602.3266144,161.5793495,280,120.2494645,583.4666595,158.8716316,280,122.6161528,528.085968,154.5024338
140,484,Kaolack,GBIF,w,9107146,-16.2283,14.0151,277.3570824,216.0899973,628,151.6417084,262.5471191,237.5187988,725.8664551,157.5227051,253,297.5,1041.25,153.75,263.75,230.25,966.25,143.5,290,198.2858658,534.5895538,154.1411514,290,193.1634903,619.9040985,151.3713989,291.1800623,199.6744919,601.1045685,149.416317,300,199.8684835,539.0513153,146.4864998
141,491,Fatick,GBIF,w,9153758,-16.5627,13.6506,263.0040169,149.8935938,763.25,154.7313995,254.201561,185.4098129,902.8999023,157.2178192,250,272.25,1295.25,152,256.5,186.5,1298,149.5,280,125.4805756,620.1891174,158.2656822,280,127.8229213,711.4453125,154.8706627,280,119.5507884,699.9539948,154.2443581,283.6911631,124.2504144,611.0414734,148.5293465
142,495,Thi??s,GBIF,w,9039785,-17.1,14.5423,256.5338707,159.4604063,455,163.0396729,246.0689468,178.5105515,608.849823,162.7213364,235.25,209.5,928.25,163.25,247.75,177.5,910.5,154.75,270,134.1448808,401.255249,170.3595161,270.2456331,138.483777,467.5518951,169.5984421,272.4262142,130.169313,438.9163437,163.1393967,279.4851971,133.5132146,404.3088684,161.9918594
143,536,Fatick,GBIF,w,9055346,-16.2221,14.4535,275.8558321,217.4999857,521.75,153.8015938,260.8054199,257.7910156,624.5512695,157.8391113,244.75,289.25,875,157.25,260.75,250.5,795.75,140.5,290,191.9191408,437.8411102,154.7014236,290,190,507.8717117,153.2812271,290.0864315,200,487.5376816,149,300,200,450.9170456,148.2953682
144,545,Fatick,GBIF,w,9050170,-16.0655,14.4929,275.8794403,219.7333336,515,151.1644999,261.281901,263.4954427,607.0927734,156.9915365,244.3333333,287,834,157,260.6666667,254.3333333,763,138.3333333,290.5141385,200,420.1241252,153.3571981,290.5141385,197.284139,488.032725,151.9989777,300,200,470.0978902,148.7265116,300,200,429.6747233,147.9873301
145,546,Thi??s,GBIF,w,9055328,-16.9654,14.4226,262.444768,176.5895796,498.75,160.630146,249.9102859,187.3546791,663.9821777,163.3115616,239.25,232.5,1017.5,162.25,251.75,186.25,978.25,154.5,271.7295551,135.009625,427.2414093,168.1095619,272.7220917,139.5159793,496.1952591,166.9163818,276.6687107,133.1387377,470.6154785,161.2285271,279.9648428,136.034677,434.1319656,159.5335312
146,551,Fatick,GBIF,w,9091600,-16.4678,14.1274,268.9049959,171.1199951,618.5,155.9628105,257.4472656,224.2165527,729.5185547,159.6281738,247.5,283.5,1065.25,156.75,258.5,219.75,996,148,290,188.3370352,515.5764847,157.8982239,290,187.2917747,594.8257599,155.4972496,290,188.711648,573.96521,152.166275,299.310317,189.1206551,527.7591858,149.9464035
147,3474,NA,GBIF,w,9019057,-17.443411,14.732935,244.3385379,156.9277827,363.6666667,167.3573405,234.9096781,158.5035807,536.5627035,159.5185547,224,175.6666667,770,164.3333333,237.3333333,158.3333333,823.6666667,157,260,87.82770157,336.5516866,177.0980632,260,83.69993528,393.7149251,177.8513794,260.1740392,81.9701608,355.6803589,170.9189097,267.5217311,80.15500228,336.0489502,170.1436157
148,3475,NA,GBIF,w,9117497,-16.600714,13.918725,263.0450153,153.0661345,694.5,156.4204636,255.3625488,199.7971191,820.4189453,158.6330566,249,274.25,1198.5,154,257,196.5,1165.75,149.75,284.4190598,146.1623263,556.3239899,160.3159218,284.5069504,147.2052622,639.4250793,157.1208,288.6450386,143.1325221,623.6033173,155.3038559,290,146.0029888,557.6524658,150.7478065
149,3533,Fatick,GBIF,w,9055337,-16.6063,14.4248,271.6916656,201.8800163,553.75,157.1327553,253.7695313,223.3901367,655.7897949,160.7226563,241,265.5,964.75,160.5,254.75,220.5,893.75,148.75,289.993,185.5850649,449.1293182,160.075367,290,185.5850649,517.8058624,158.0583916,290,187.3054314,497.520195,153.5862045,290,187.8484631,466.1099548,152.8873596
150,3549,Western,GBIF,w,9190015,-16.6678,13.3535,267.5399971,179.0600014,908.5,150.5466309,243.9389648,185.1953125,1126.39209,155.7875977,239.5,276.5,1571.5,150.5,246,182.5,1671.5,151.5,271.1344719,95.33342838,778.0295105,155.1925049,271.1344719,98.14593315,892.7115479,152.6065292,276.384201,91.16251469,878.8616638,152.3570557,280,95.12933254,767.8624878,146.6375198
151,3597,Kaolack,GBIF,w,9091608,-16.1448,14.129,278.7287474,205.8699989,587.25,151.7277107,265.2839355,250.3791504,697.5786133,156.5134277,253.5,300,988.25,154.75,266,241.5,911,141.25,290,197.3394966,488.7357864,153.3801041,290,191.2782621,568.1343536,151.257412,299.5294809,200,549.6886902,148.8794899,300,200,497.2494888,146.6350746
152,3603,Fatick,GBIF,w,9107133,-16.7697,14.0139,NA,NA,NA,NA,NA,NA,NA,NA,245.75,258.5,1177.5,157.25,NA,NA,NA,NA,273.9447403,119.0643716,527.6141205,164.741848,274.8291636,121.3422585,608.2641144,161.9473305,278.5989809,115.127728,590.0883179,159.3446465,280,118.2450342,531.4004517,154.7199821
153,3667,North Bank,GBIF,w,9174497,-15.7912,13.4644,269.4072676,204.4455147,730.5,146.3719826,259.7465363,258.5501862,850.2082672,153.3360558,248.75,311,1116.5,149.5,260.75,243.25,1098.75,142.25,299.408102,180,627.2292633,141.6515388,296.7365503,180,733.0644684,138.7812386,300,180.0654268,719.3582764,141.6866188,300,180,608.5984344,137.5142555
154,3729,NA,GBIF,w,9143427,-15.343781,13.726045,274.0327835,228.7600136,649.3333333,141.8555145,259.3557943,272.4746094,734.8971354,150.2288411,242.3333333,278,873,146.3333333,259,252.3333333,902.3333333,134.3333333,300,189.9707095,606.9677327,138.6492259,300,186.3785871,711.1568197,135.8764547,302.2796949,190,697.4603271,139.9085286,310,189.9707095,586.7801717,137.5249176
155,3870,Abuja Federal Capital Territory,GBIF,w,9718955,7.47698,9.0934,261.2979174,171.8200016,1377,94.83397675,232.2004395,226.2700195,1527.496338,93.90332031,218.75,191.75,1157.75,93.75,241.75,181.5,1638.5,93,277.2080708,150,1360.888306,94.77729416,277.9234171,147.9820538,1463.442749,92.39441299,284.2545366,150,1827.82489,103.6310005,287.4929094,148.270936,1817.658173,102.8071842
156,4004,Malanville,GBIF,w,9376977,3.396689,11.873038,290.13333,222.6799965,789.6666667,122.3876038,255.9208984,290.2890625,1251.744141,116.5768229,256.6666667,238,618.3333333,121,266.6666667,229.3333333,1185.666667,125,317.5040372,212.6256371,764.4316406,123.2025935,310,220,790.7562459,120.5834554,320,230,1004.313985,126.7558289,320,230,998.2391968,123.9198023
157,4006,Abuja Federal Capital Territory,GBIF,w,9724135,7.49516,9.07447,260.696249,170.6799984,1377,94.98829651,231.3901367,225.9187012,1531.756592,93.76660156,218,191.75,1163.75,93.5,241,180.75,1643.25,92.75,276.9019127,150,1358.706604,95.00920868,277.8680706,147.3555994,1460.828827,92.61329651,283.0184031,150,1824.635193,103.8422432,287.3241282,148.1169653,1814.513306,102.9689789
158,4053,Fatick,GBIF,w,9060530,-16.052,14.4121,277.1566677,224.2500019,545.75,149.1936646,261.3657227,263.4689941,623.1213379,155.9726563,245.5,290.75,856.25,155.5,261,254,786.75,137.5,291.9481993,200,436.0587921,153.0070152,291.4058542,196.4849186,506.9793549,151.7042542,300,200,489.6914139,149,300,200,445.9249191,147.3630943
