Time	UpperNe	LowerNe	Ne
7117.236878	408938.065	63955.548	175173.491
7132.67557	408865.594	63662.792	175077.642
7148.114262	408938.065	62928.917	175034.542
7163.552953	409240.880	61958.466	174991.718
7178.991645	408865.594	61489.782	174896.265
7194.430337	409240.880	60655.412	174856.774
7209.869029	408938.065	59951.225	174819.436
7225.30772	408938.065	59580.984	174797.956
7240.746412	409240.880	59080.309	174703.589
7256.185104	408865.594	58624.034	174608.535
7271.623795	408865.594	58116.029	174553.984
7287.062487	408475.404	57227.225	174471.354
7302.501179	408467.034	56574.686	174450.385
7317.939871	408047.648	56034.631	174373.823
7333.378562	408467.034	55559.934	174349.261
7348.817254	408475.404	54695.862	174313.190
7364.255946	408467.034	54057.979	174212.542
7379.694637	408467.034	53314.859	174144.539
7395.133329	408378.130	52784.764	174066.103
7410.572021	408047.648	52315.638	173986.951
7426.010713	408047.648	51368.824	173930.987
7441.449404	408378.130	50638.645	173854.719
7456.888096	408624.903	49658.802	173806.637
7472.326788	408865.594	48829.672	173730.757
7487.765479	408676.484	47129.845	173659.895
7503.204171	408676.484	46389.746	173586.471
7518.642863	408676.484	45460.099	173512.101
7534.081554	408624.903	44489.199	173431.768
7549.520246	408475.404	43428.249	173311.355
7564.958938	408467.034	42902.808	173251.795
7580.39763	408467.034	42227.330	173144.514
7595.836321	408475.404	41196.361	173083.623
7611.275013	408865.594	40140.806	173000.334
7626.713705	408624.903	39157.678	172888.804
7642.152396	408378.130	38090.487	172786.081
7657.591088	408047.648	37519.403	172685.978
7673.02978	407649.063	36748.747	172497.885
7688.468472	407649.063	35265.917	172396.182
7703.907163	407326.521	33988.782	172282.572
7719.345855	407132.050	33063.918	172133.376
7734.784547	406800.526	32241.110	172039.891
7750.223238	407062.797	31203.948	171940.720
7765.66193	407326.521	30584.275	171766.841
7781.100622	407326.521	29525.456	171614.362
7796.539314	407326.521	27766.727	171490.055
7811.978005	407062.797	26742.134	171388.300
7827.416697	407295.604	26301.464	171331.304
7842.855389	407295.604	25349.792	171197.641
7858.29408	407062.797	24876.999	171038.461
7873.732772	407062.797	23897.063	170886.552
7889.171464	407062.797	22763.213	170704.460
7904.610156	406800.526	21897.630	170561.073
7920.048847	407062.797	21495.393	170519.506
7935.487539	407295.604	20566.767	170327.625
7950.926231	407295.604	19787.370	170187.758
7966.364922	407326.521	18471.133	170013.475
7981.803614	407295.604	17601.314	169882.081
7997.242306	407295.604	17095.491	169735.445
8012.680997	407062.797	16486.190	169561.875
8028.119689	406800.526	15466.795	169385.669
8043.558381	406762.703	14861.311	169224.841
8058.997073	406762.703	14165.226	168991.475
8074.435764	406762.703	13821.777	168830.853
8089.874456	406638.454	13511.095	168628.200
8105.313148	406592.889	13096.423	168450.163
8120.751839	406592.889	12660.610	168296.202
8136.190531	406592.889	12220.153	168036.508
8151.629223	406592.889	11810.079	167863.646
8167.067915	406638.454	11393.392	167668.504
8182.506606	406638.454	11114.761	167546.281
8197.945298	406638.454	10863.876	167446.761
8213.38399	406592.889	10694.030	167260.378
8228.822681	406490.596	10436.125	167074.690
8244.261373	406533.651	9994.093	166818.962
8259.700065	406013.228	9870.043	166667.365
8275.138757	406030.278	9673.628	166408.478
8290.577448	406013.228	9418.089	166169.842
8306.01614	405736.450	9237.557	165910.113
8321.454832	405673.141	8989.431	165636.913
8336.893523	405588.738	8841.557	165384.792
8352.332215	405468.667	8669.158	165140.019
8367.770907	404960.131	8535.643	164839.127
8383.209599	404960.131	8323.475	164597.326
8398.64829	404870.786	8152.812	164213.756
8414.086982	404785.574	8047.239	163917.946
8429.525674	404231.220	7951.376	163647.150
8444.964365	403355.739	7852.736	163401.627
8460.403057	402674.727	7764.268	163124.137
8475.841749	402333.872	7709.808	162810.898
8491.28044	402117.321	7540.909	162488.023
8506.719132	400699.960	7422.215	162232.740
8522.157824	401263.748	7302.062	162026.511
8537.596516	401263.748	7172.362	161804.972
8553.035207	401432.397	7043.286	161569.889
8568.473899	400638.469	6980.198	161140.911
8583.912591	400454.735	6890.272	160761.235
8599.351282	400278.427	6774.055	160405.806
8614.789974	400241.824	6728.433	160113.723
8630.228666	400087.765	6693.165	159716.978
8645.667358	399014.168	6588.461	159374.586
8661.106049	398279.813	6508.383	159040.630
8676.544741	397956.771	6445.429	158677.989
8691.983433	397339.152	6350.157	158409.959
8707.422124	396738.291	6267.431	157873.269
8722.860816	396036.851	6175.987	157487.811
8738.299508	396152.139	6134.439	157072.555
8753.7382	395995.322	6096.961	156643.365
8769.176891	395712.356	6024.041	156253.324
8784.615583	394363.344	5943.603	155850.378
8800.054275	393691.478	5906.209	155503.223
8815.492966	393097.946	5833.494	154944.902
8830.931658	392906.548	5744.805	154634.243
8846.37035	392497.681	5675.659	154333.814
8861.809042	392163.345	5542.590	153932.715
8877.247733	391409.047	5472.265	153333.749
8892.686425	391200.052	5448.973	152972.251
8908.125117	390006.301	5421.450	152538.115
8923.563808	389650.417	5355.091	152047.425
8939.0025	389503.489	5312.203	151555.061
8954.441192	388300.931	5256.273	151080.741
8969.879884	387848.697	5196.818	150411.337
8985.318575	387785.955	5163.181	149961.287
9000.757267	387572.685	5123.725	149400.037
9016.195959	387572.685	5079.489	148954.911
9031.63465	386882.211	5046.756	148458.582
9047.073342	386611.773	5015.351	147870.516
9062.512034	386293.783	5019.011	147196.925
9077.950725	386257.073	4962.535	146573.018
9093.389417	385987.909	4922.058	146050.974
9108.828109	385908.143	4890.577	145409.152
9124.266801	385044.099	4864.030	144901.312
9139.705492	384986.422	4820.041	144260.180
9155.144184	384987.979	4799.914	143743.315
9170.582876	384425.210	4748.004	143040.676
9186.021567	383989.043	4717.497	142341.423
9201.460259	383825.629	4682.853	141589.538
9216.898951	383825.629	4641.299	140886.517
9232.337643	382923.255	4603.751	140146.116
9247.776334	382488.576	4554.072	139315.925
9263.215026	380951.410	4536.206	138671.857
9278.653718	380766.331	4490.804	138157.628
9294.092409	380757.551	4459.697	137562.368
9309.531101	379930.807	4427.886	136834.243
9324.969793	379334.127	4394.786	135767.521
9340.408485	378977.162	4375.143	134833.537
9355.847176	378594.382	4346.057	133882.595
9371.285868	377946.601	4314.460	132779.791
9386.72456	377771.279	4305.437	131963.281
9402.163251	377115.126	4275.123	131207.949
9417.601943	376764.600	4275.123	130298.265
9433.040635	376764.600	4259.256	129344.745
9448.479327	376023.955	4236.204	128060.580
9463.918018	375706.894	4212.278	126817.109
9479.35671	375184.701	4165.811	125644.811
9494.795402	375007.799	4146.545	124268.509
9510.234093	374061.647	4130.031	123140.548
9525.672785	373176.732	4115.688	121992.978
9541.111477	372140.241	4105.580	120761.075
9556.550168	370771.903	4093.326	119358.674
9571.98886	370229.068	4083.999	118109.610
9587.427552	369338.749	4055.023	116325.042
9602.866244	369322.230	4050.024	114742.492
9618.304935	369035.406	4041.113	112987.542
9633.743627	368473.478	4031.593	111338.346
9649.182319	368004.252	4001.171	109887.825
9664.62101	366814.472	3984.794	107565.560
9680.059702	366373.263	3957.763	105610.333
9695.498394	364884.470	3945.218	103028.033
9710.937086	363905.261	3915.602	100639.043
9726.375777	363355.713	3903.421	98477.366
9741.814469	363343.448	3894.028	96224.848
9757.253161	361832.656	3879.786	93478.528
9772.691852	360809.857	3872.457	90230.418
9788.130544	358987.389	3857.231	87322.653
9803.569236	358251.640	3834.363	83897.901
9819.007928	357742.292	3816.176	80757.885
9834.446619	357287.274	3790.875	77406.718
9849.885311	356423.830	3767.480	74000.587
9865.324003	356423.830	3745.088	70705.972
9880.762694	355468.698	3743.267	67681.226
9896.201386	354761.495	3740.054	64435.357
9911.640078	353311.760	3730.896	61899.072
9927.07877	352774.880	3704.286	58805.785
9942.517461	352627.248	3681.083	56142.611
9957.956153	352050.641	3661.823	53326.759
9973.394845	350835.643	3653.848	50813.019
9988.833536	349844.565	3630.821	48285.982
10004.27223	349664.489	3601.774	45604.041
10019.71092	348541.864	3589.350	43253.977
10035.14961	347972.461	3564.422	41002.962
10050.5883	346436.150	3549.866	38985.501
10066.02699	345945.728	3538.770	36909.417
10081.46569	345304.579	3522.828	34975.623
10096.90438	344019.811	3509.546	32933.556
10112.34307	342747.759	3490.098	30887.209
10127.78176	342311.120	3487.566	29162.156
10143.22045	341177.765	3481.078	27876.981
10158.65915	338769.917	3472.798	26568.413
10174.09784	337570.464	3462.158	24951.125
10189.53653	336483.235	3455.812	23665.820
10204.97522	335701.520	3464.435	22493.558
